"WEBSITE","YEAR","PAGE PATH","PAGE URL","PAGE VIEWS","UNIQUE VIEWS","AVERAGE TIME ON PAGE (SECONDS)","ENTRANCES","BOUNCE RATE (%)","EXIT RATE (%)"
"www.brla.gov","2025","/ryanwhite","http://www.brla.gov/ryanwhite","56","56","0.25","0","0.00","1.00"
"www.brla.gov","2025","/formcenter/police-department-19/community-services-division-request-for195","http://www.brla.gov/formcenter/police-department-19/community-services-division-request-for195","56","56","0.15","0","0.00","0.00"
"www.brla.gov","2025","/deptoffinance","http://www.brla.gov/deptoffinance","56","56","35.98","56","0.00","0.00"
"www.brla.gov","2025","/agendacenter/previousversions/2137","http://www.brla.gov/agendacenter/previousversions/2137","56","56","0.25","56","1.00","1.00"
"www.brla.gov","2025","/formcenter/planning-commission-26/futurebr-update-comment-form-196","http://www.brla.gov/formcenter/planning-commission-26/futurebr-update-comment-form-196","56","56","0.12","0","0.00","0.00"
"www.brla.gov","2025","/3298/your-form-has-been-submitted","http://www.brla.gov/3298/your-form-has-been-submitted","56","56","5.64","0","1.00","0.00"
"www.brla.gov","2025","/bes","http://www.brla.gov/bes","56","56","19.68","56","0.00","0.00"
"www.brla.gov","2025","/directorgospx","http://www.brla.gov/directorgospx","56","56","0.25","0","0.00","1.00"
"www.brla.gov","2025","/2818/report-recommendation-59","http://www.brla.gov/2818/report-recommendation-59","56","56","0.25","56","1.00","1.00"
"www.brla.gov","2025","/1398/administration","http://www.brla.gov/1398/administration","56","56","73.51","56","0.00","0.00"
"www.brla.gov","2025","/agendacenter/previousversions/_01212025-2035","http://www.brla.gov/agendacenter/previousversions/_01212025-2035","56","56","2.92","0","0.00","0.00"
"www.brla.gov","2025","/forrothers","http://www.brla.gov/forrothers","56","56","82.08","56","0.00","0.00"
"www.brla.gov","2025","/2782/report-recommendation-23","http://www.brla.gov/2782/report-recommendation-23","56","56","0.57","0","0.00","0.00"
"www.brla.gov","2025","/880","http://www.brla.gov/880","56","56","0.25","0","0.00","1.00"
"www.brla.gov","2025","/agendacenter/previousversions/_08282024-1770","http://www.brla.gov/agendacenter/previousversions/_08282024-1770","56","56","0.25","0","0.00","1.00"
"www.brla.gov","2025","/agendacenter/previousversions/_06112025-2147","http://www.brla.gov/agendacenter/previousversions/_06112025-2147","56","56","22.08","0","1.00","0.00"
"www.brla.gov","2025","/jons","http://www.brla.gov/jons","56","56","0.25","56","1.00","1.00"
"www.brla.gov","2025","/documentcenter/view/12977/futurebr-executive-summary-pdf","http://www.brla.gov/documentcenter/view/12977/futurebr-executive-summary-pdf","56","56","0.25","56","1.00","1.00"
"www.brla.gov","2025","/formcenter/code-enforcement-10/code-enforcement-complaint-form-61","http://www.brla.gov/formcenter/code-enforcement-10/code-enforcement-complaint-form-61","56","56","0.25","56","1.00","1.00"
"www.brla.gov","2025","/formcenter/fleet-management-21/service-rating-card-107","http://www.brla.gov/formcenter/fleet-management-21/service-rating-card-107","56","56","8.10","0","1.00","0.00"
"www.brla.gov","2025","/cdbg/","http://www.brla.gov/cdbg/","56","56","12.31","56","0.00","0.00"
"www.brla.gov","2025","/agendacenter/previousversions/_06132024-1888","http://www.brla.gov/agendacenter/previousversions/_06132024-1888","56","56","44.67","56","1.00","1.00"
"www.brla.gov","2025","/communitydevlopment","http://www.brla.gov/communitydevlopment","56","56","0.25","56","1.00","1.00"
"www.brla.gov","2025","/3008/training","http://www.brla.gov/3008/training","56","56","20.15","0","0.00","0.00"
"www.brla.gov","2025","/2790/report-recommendation-210","http://www.brla.gov/2790/report-recommendation-210","56","56","0.25","56","1.00","1.00"
"www.brla.gov","2025","/2269/2020-a-safe-secure-digital-baton-rouge","http://www.brla.gov/2269/2020-a-safe-secure-digital-baton-rouge","56","56","0.25","56","1.00","1.00"
"www.brla.gov","2025","/calendar.aspx/","http://www.brla.gov/calendar.aspx/","56","56","9.65","56","0.00","0.00"
"www.brla.gov","2025","/communtiydevelopment","http://www.brla.gov/communtiydevelopment","56","56","18.45","56","0.00","0.00"
"www.brla.gov","2025","/menfoeothers","http://www.brla.gov/menfoeothers","56","56","25.07","56","0.00","0.00"
"www.brla.gov","2025","/vendor","http://www.brla.gov/vendor","56","56","5.26","0","0.00","0.00"
"www.brla.gov","2025","/agendacenter/previousversions/_03122025-2073","http://www.brla.gov/agendacenter/previousversions/_03122025-2073","56","56","13.39","0","0.00","0.00"
"www.brla.gov","2025","/documentcenter/view/9789/brgt-survey-report","http://www.brla.gov/documentcenter/view/9789/brgt-survey-report","56","56","0.25","56","1.00","1.00"
"www.brla.gov","2025","/gis","http://www.brla.gov/gis","56","56","9.91","0","0.00","0.00"
"www.brla.gov","2025","/3060/press-room","http://www.brla.gov/3060/press-room","56","56","9.75","56","0.00","0.00"
"www.brla.gov","2025","/2077/brpd-transparency","http://www.brla.gov/2077/brpd-transparency","56","56","0.25","56","1.00","1.00"
"www.brla.gov","2025","/agendacenter/previousversions/_04242025-2112","http://www.brla.gov/agendacenter/previousversions/_04242025-2112","56","56","5.44","0","0.00","0.00"
"www.brla.gov","2025","/agendacenter/ryan-white-advisory-council-2/","http://www.brla.gov/agendacenter/ryan-white-advisory-council-2/","56","56","944.69","0","0.00","0.00"
"www.brla.gov","2025","/ultilites","http://www.brla.gov/ultilites","56","56","32.97","56","0.00","0.00"
"www.brla.gov","2025","/maintenance","http://www.brla.gov/maintenance","56","56","58.95","0","1.00","0.00"
"www.brla.gov","2025","/revenue","http://www.brla.gov/revenue","56","56","17.46","0","0.00","0.00"
"www.brla.gov","2025","/3018/emergency-operations-center-special-assi","http://www.brla.gov/3018/emergency-operations-center-special-assi","56","56","6.45","0","0.00","0.00"
"www.brla.gov","2025","/communitydevelopmeng","http://www.brla.gov/communitydevelopmeng","56","56","21.35","56","0.00","0.00"
"www.brla.gov","2025","/1978/forms","http://www.brla.gov/1978/forms","56","56","22.23","56","0.00","0.00"
"www.brla.gov","2025","/c48/planningcommission","http://www.brla.gov/c48/planningcommission","56","56","26.89","0","0.00","0.00"
"www.brla.gov","2025","/2819/report-recommendation-510","http://www.brla.gov/2819/report-recommendation-510","56","56","0.45","0","0.00","0.00"
"www.brla.gov","2025","/625/budget-documents","http://www.brla.gov/625/budget-documents","56","56","31.51","56","0.00","0.00"
"www.brla.gov","2025","/agendacenter/previousversions/2136","http://www.brla.gov/agendacenter/previousversions/2136","56","56","12.78","56","0.00","0.00"
"www.brla.gov","2025","/1625/47-performing-outside-work-during-city","http://www.brla.gov/1625/47-performing-outside-work-during-city","56","56","20.72","0","0.00","0.00"
"www.brla.gov","2025","/2508/open-data-day-2021","http://www.brla.gov/2508/open-data-day-2021","56","56","15.26","0","0.00","0.00"
"www.brla.gov","2025","/formcenter/planning-commission-26","http://www.brla.gov/formcenter/planning-commission-26","56","56","16.83","0","0.00","0.29"
"www.brla.gov","2025","/2580-emergecy-medical-services","http://www.brla.gov/2580-emergecy-medical-services","56","56","11.22","56","0.00","0.00"
"www.brla.gov","2025","/531/public-records/","http://www.brla.gov/531/public-records/","56","56","0.25","56","1.00","1.00"
"www.brla.gov","2025","/documentcenter/view/19545/next-year-budget-end-user-document-pdf","http://www.brla.gov/documentcenter/view/19545/next-year-budget-end-user-document-pdf","56","56","33.69","56","0.00","0.00"
"www.brla.gov","2025","/agendacenter/previousversions/_04212025-2072","http://www.brla.gov/agendacenter/previousversions/_04212025-2072","56","56","0.25","56","1.00","1.00"
"www.brla.gov","2025","/retirement","http://www.brla.gov/retirement","56","56","0.25","56","1.00","1.00"
"www.brla.gov","2025","/agendacenter/viewfile/agenda/_04262023-1568","http://www.brla.gov/agendacenter/viewfile/agenda/_04262023-1568","55","55","0.25","0","0.00","1.00"
"www.brla.gov","2025","/dept/","http://www.brla.gov/dept/","55","55","18.56","0","0.00","0.00"
"www.brla.gov","2025","/dept/purchasing","http://www.brla.gov/dept/purchasing","55","55","12.85","0","0.00","0.00"
"www.brla.gov","2025","/documentcenter/view/609/occupational-license-application-pdf","http://www.brla.gov/documentcenter/view/609/occupational-license-application-pdf","55","55","0.25","0","0.00","1.00"
"www.brla.gov","2025","/542/2002-2005-revenue-facts","http://www.brla.gov/542/2002-2005-revenue-facts","55","55","0.25","55","1.00","1.00"
"www.brla.gov","2025","/893/household-hazardous-materials/","http://www.brla.gov/893/household-hazardous-materials/","55","55","0.25","55","1.00","1.00"
"www.brla.gov","2025","/3263/mayor-president-sharon-weston-broome","http://www.brla.gov/3263/mayor-president-sharon-weston-broome","55","55","0.25","0","0.00","1.00"
"www.brla.gov","2025","/1429/all-job-specifications","http://www.brla.gov/1429/all-job-specifications","55","55","0.25","0","0.00","1.00"
"www.brla.gov","2025","/2791/report-recommendation-211","http://www.brla.gov/2791/report-recommendation-211","55","55","3.76","0","1.00","0.00"
"www.brla.gov","2025","/444/plan-of-government","http://www.brla.gov/444/plan-of-government","54","54","25.64","54","0.00","0.00"
"www.brla.gov","2025","/departments/human-development-services/pages/about-us","http://www.brla.gov/departments/human-development-services/pages/about-us","54","54","22.63","54","0.00","0.00"
"www.brla.gov","2025","/2205/red-stick-revamp","http://www.brla.gov/2205/red-stick-revamp","54","54","0.25","54","1.00","1.00"
"www.brla.gov","2025","/1816/press-releases","http://www.brla.gov/1816/press-releases","54","54","0.25","0","0.00","1.00"
"www.brla.gov","2025","/grantporta","http://www.brla.gov/grantporta","54","54","84.00","0","1.00","0.00"
"www.brla.gov","2025","/2695subdivision-engineering","http://www.brla.gov/2695subdivision-engineering","54","54","13.30","54","0.00","0.00"
"www.brla.gov","2025","/1695classfication-pay","http://www.brla.gov/1695classfication-pay","54","54","7.79","54","0.00","0.00"
"www.brla.gov","2025","/3316/mayors-youth-workforce-experiencehttps:/brla.gov/3317/pray-for-the-parish","http://www.brla.gov/3316/mayors-youth-workforce-experiencehttps:/brla.gov/3317/pray-for-the-parish","54","54","16.80","0","0.00","0.00"
"www.brla.gov","2025","/905/occupational-license","http://www.brla.gov/905/occupational-license","53","53","22.39","53","0.00","0.00"
"www.brla.gov","2025","/2831/report-recommendation-17","http://www.brla.gov/2831/report-recommendation-17","53","53","10.43","0","0.00","0.00"
"www.brla.gov","2025","/2162","http://www.brla.gov/2162","53","53","701.32","53","0.19","0.19"
"www.brla.gov","2025","/545/solid-waste-collection","http://www.brla.gov/545/solid-waste-collection","53","53","16.71","53","0.00","0.00"
"www.brla.gov","2025","/formcenter/emergency-medical-services-4/inservice-topics-168","http://www.brla.gov/formcenter/emergency-medical-services-4/inservice-topics-168","53","53","0.25","0","0.00","1.00"
"www.brla.gov","2025","/dmin","http://www.brla.gov/dmin","53","53","5.45","0","0.00","0.00"
"www.brla.gov","2025","/recycl","http://www.brla.gov/recycl","52","52","21.24","0","0.00","0.00"
"www.brla.gov","2025","/2688/permits-inspections/","http://www.brla.gov/2688/permits-inspections/","52","52","0.25","52","1.00","1.00"
"www.brla.gov","2025","/2302/tier-ii-reporting","http://www.brla.gov/2302/tier-ii-reporting","52","52","12.59","52","0.00","0.00"
"www.brla.gov","2025","/2118/small-claims/","http://www.brla.gov/2118/small-claims/","52","52","88.92","52","0.00","0.00"
"www.brla.gov","2025","/breeze","http://www.brla.gov/breeze","52","52","21.07","52","0.00","0.00"
"www.brla.gov","2025","/rentalassistance","http://www.brla.gov/rentalassistance","52","52","388.39","52","0.00","0.00"
"www.brla.gov","2025","/2017/crime-divisionshttps://www.brla.gov/2017/crime-divisions","http://www.brla.gov/2017/crime-divisionshttps://www.brla.gov/2017/crime-divisions","52","52","0.25","52","1.00","1.00"
"www.brla.gov","2025","/319/civil-suit-interactive-forms/","http://www.brla.gov/319/civil-suit-interactive-forms/","52","52","0.25","0","0.00","1.00"
"www.brla.gov","2025","/1584/14-requests-for-civil-leave","http://www.brla.gov/1584/14-requests-for-civil-leave","52","52","30.26","0","0.00","0.00"
"www.brla.gov","2025","/3344/34264/red-stick-311-citizen-request-for-servic","http://www.brla.gov/3344/34264/red-stick-311-citizen-request-for-servic","51","51","19.34","0","0.00","0.00"
"www.brla.gov","2025","/menorothers","http://www.brla.gov/menorothers","51","51","0.25","0","0.00","1.00"
"www.brla.gov","2025","/3344/34264/citizen-request-for-service","http://www.brla.gov/3344/34264/citizen-request-for-service","51","51","13.50","0","0.00","0.00"
"www.brla.gov","2025","/219/city-information-311","http://www.brla.gov/219/city-information-311","51","51","0.25","51","1.00","1.00"
"www.brla.gov","2025","/facilities/facility/details/gus-young-park-39","http://www.brla.gov/facilities/facility/details/gus-young-park-39","51","51","10.33","51","0.00","0.00"
"www.brla.gov","2025","/menforothers.com","http://www.brla.gov/menforothers.com","51","51","14.10","0","0.00","0.00"
"www.brla.gov","2025","/1995","http://www.brla.gov/1995","51","51","0.25","51","1.00","1.00"
"www.brla.gov","2025","/2990/34272/critical-incident-videos","http://www.brla.gov/2990/34272/critical-incident-videos","51","51","5.68","0","0.00","0.00"
"www.brla.gov","2025","/3344/citizen-request-for-service","http://www.brla.gov/3344/citizen-request-for-service","51","51","10.62","0","0.00","0.00"
"www.brla.gov","2025","/194/city-court","http://www.brla.gov/194/city-court","51","51","12.61","51","0.00","0.00"
"www.brla.gov","2025","/covicmedia","http://www.brla.gov/covicmedia","51","51","0.25","51","1.00","1.00"
"www.brla.gov","2025","/3344/34264/311-requests-for-service-dashboard","http://www.brla.gov/3344/34264/311-requests-for-service-dashboard","51","51","2.38","0","0.00","0.00"
"www.brla.gov","2025","/3344/34264/citizen-requests-for-service","http://www.brla.gov/3344/34264/citizen-requests-for-service","51","51","62.40","0","0.00","0.00"
"www.brla.gov","2025","/3344/red-stick-311-citizen-request-for-servic","http://www.brla.gov/3344/red-stick-311-citizen-request-for-servic","51","51","67.76","0","0.00","0.00"
"www.brla.gov","2025","/zoningmap","http://www.brla.gov/zoningmap","50","50","14.26","0","0.00","0.00"
"www.brla.gov","2025","/communitystreetteam","http://www.brla.gov/communitystreetteam","50","50","0.25","50","1.00","1.00"
"www.brla.gov","2025","/formcenter/mayors-office-of-homeland-security-emerg-7","http://www.brla.gov/formcenter/mayors-office-of-homeland-security-emerg-7","50","50","67.40","0","0.00","0.00"
"www.brla.gov","2025","/243/civil-small-claims-faqs","http://www.brla.gov/243/civil-small-claims-faqs","50","50","0.25","50","1.00","1.00"
"www.brla.gov","2025","/enviromental.services","http://www.brla.gov/enviromental.services","50","50","0.25","0","0.00","1.00"
"www.brla.gov","2025","/formcenter/mayors-office-of-homeland-security-emerg-7/fema-independent-study-program-computer229","http://www.brla.gov/formcenter/mayors-office-of-homeland-security-emerg-7/fema-independent-study-program-computer229","50","50","0.25","0","0.00","1.00"
"www.brla.gov","2025","/1602/24-city-parish-vehicle-usage","http://www.brla.gov/1602/24-city-parish-vehicle-usage","50","25","18.12","0","0.00","1.00"
"www.brla.gov","2025","/environmentalservices","http://www.brla.gov/environmentalservices","50","50","41.46","50","0.00","0.00"
"www.brla.gov","2025","/environmentservice","http://www.brla.gov/environmentservice","50","50","42.54","50","0.00","0.00"
"www.brla.gov","2025","/204/mosquito-abatement-rodent-control","http://www.brla.gov/204/mosquito-abatement-rodent-control","50","50","42.62","50","0.00","0.00"
"www.brla.gov","2025","/1482/psychosocial-support","http://www.brla.gov/1482/psychosocial-support","50","50","10.18","0","1.00","0.00"
"www.brla.gov","2025","/documentcenter/view/19720/special-event-form-2024","http://www.brla.gov/documentcenter/view/19720/special-event-form-2024","50","50","0.25","0","0.00","1.00"
"www.brla.gov","2025","/187/city-court","http://www.brla.gov/187/city-court","50","50","0.25","50","1.00","1.00"
"www.brla.gov","2025","/1346/what-works-cities","http://www.brla.gov/1346/what-works-cities","50","50","0.26","50","1.00","1.00"
"www.brla.gov","2025","/1015/section-1","http://www.brla.gov/1015/section-1","50","50","0.25","50","1.00","1.00"
"www.brla.gov","2025","/2126/press-release-2020","http://www.brla.gov/2126/press-release-2020","49","49","0.25","49","1.00","1.00"
"www.brla.gov","2025","/3346/34298/special-event-application","http://www.brla.gov/3346/34298/special-event-application","49","49","30.92","0","0.00","0.00"
"www.brla.gov","2025","/departments/city-court","http://www.brla.gov/departments/city-court","49","49","21.29","0","0.00","0.00"
"www.brla.gov","2025","/150city","http://www.brla.gov/150city","49","49","14.32","49","0.00","0.00"
"www.brla.gov","2025","/2806/report-recommendation-42","http://www.brla.gov/2806/report-recommendation-42","49","49","5.56","0","0.00","0.00"
"www.brla.gov","2025","/2807/report-recommendation-43","http://www.brla.gov/2807/report-recommendation-43","49","49","5.43","0","0.00","0.00"
"www.brla.gov","2025","/2808/report-recommendation-44","http://www.brla.gov/2808/report-recommendation-44","49","49","3.48","0","0.00","0.00"
"www.brla.gov","2025","/1491/property-lookup>brla.gov","http://www.brla.gov/1491/property-lookup>brla.gov","49","49","0.25","49","1.00","1.00"
"www.brla.gov","2025","/forms/","http://www.brla.gov/forms/","49","49","21.56","0","0.00","0.00"
"www.brla.gov","2025","/agendacenter/workforce-development-board-33/","http://www.brla.gov/agendacenter/workforce-development-board-33/","49","49","49.15","0","0.00","0.00"
"www.brla.gov","2025","/familyemergencyplan](http://www.brla.gov/familyemergencyplan","http://www.brla.gov/familyemergencyplan](http://www.brla.gov/familyemergencyplan","49","49","98.82","49","0.00","0.00"
"www.brla.gov","2025","/326/general-information-about-us","http://www.brla.gov/326/general-information-about-us","48","48","0.25","48","1.00","1.00"
"www.brla.gov","2025","/3347/bridging-the-gap-to-greaux","http://www.brla.gov/3347/bridging-the-gap-to-greaux","48","48","13.26","0","0.00","0.00"
"www.brla.gov","2025","/documentcenter/view/1548/appendix-13-federal-medical-resources","http://www.brla.gov/documentcenter/view/1548/appendix-13-federal-medical-resources","48","48","32.32","48","0.00","0.00"
"www.brla.gov","2025","/formcenter/metronet-18/department-communicator-submission-form-100","http://www.brla.gov/formcenter/metronet-18/department-communicator-submission-form-100","48","48","0.25","48","1.00","1.00"
"www.brla.gov","2025","/3347/34304/bridging-the-gap-to-greaux-stop","http://www.brla.gov/3347/34304/bridging-the-gap-to-greaux-stop","48","48","5.50","0","0.00","0.00"
"www.brla.gov","2025","/3347/34304/bridging-the-gap-to-greaux","http://www.brla.gov/3347/34304/bridging-the-gap-to-greaux","48","48","7.09","0","0.00","0.00"
"www.brla.gov","2025","/2253/citizen-data-academy","http://www.brla.gov/2253/citizen-data-academy","48","48","0.25","0","0.00","1.00"
"www.brla.gov","2025","/2856/officer-spotlight-corporal-james-crisler","http://www.brla.gov/2856/officer-spotlight-corporal-james-crisler","48","48","11.87","0","0.00","0.00"
"www.brla.gov","2025","/archivecenter/viewfile/item/6427","http://www.brla.gov/archivecenter/viewfile/item/6427","48","48","0.25","48","1.00","1.00"
"www.brla.gov","2025","/3347/bridging-the-gap-to-greaux-stop","http://www.brla.gov/3347/bridging-the-gap-to-greaux-stop","48","48","10.95","0","0.00","0.00"
"www.brla.gov","2025","/ofss","http://www.brla.gov/ofss","48","48","36.44","48","0.00","0.00"
"www.brla.gov","2025","/documentcenter/view/1053/certificate-of-occupancy-application-pdf","http://www.brla.gov/documentcenter/view/1053/certificate-of-occupancy-application-pdf","48","48","0.25","48","1.00","1.00"
"www.brla.gov","2025","/careerguide.com","http://www.brla.gov/careerguide.com","48","48","29.17","0","1.00","0.00"
"www.brla.gov","2025","/documentcenter/view/1564/purchasing-guide-for-vendors","http://www.brla.gov/documentcenter/view/1564/purchasing-guide-for-vendors","48","48","18.79","48","0.00","0.00"
"www.brla.gov","2025","/3347/34304/bridging-the-gap-to-geaux-stop","http://www.brla.gov/3347/34304/bridging-the-gap-to-geaux-stop","48","48","10.55","0","0.00","0.00"
"www.brla.gov","2025","/2178/15797/district-2-for-u","http://www.brla.gov/2178/15797/district-2-for-u","48","48","6.81","0","0.00","0.00"
"www.brla.gov","2025","/1611/33-overtime","http://www.brla.gov/1611/33-overtime","48","48","8.64","0","0.00","0.00"
"www.brla.gov","2025","/258/red-light-camera-ticket-program","http://www.brla.gov/258/red-light-camera-ticket-program","48","48","42.58","48","0.00","0.00"
"www.brla.gov","2025","/2804/report-recommendation-37","http://www.brla.gov/2804/report-recommendation-37","48","48","28.02","0","0.00","0.00"
"www.brla.gov","2025","/dept/purchase/nigpcode_munis.asp","http://www.brla.gov/dept/purchase/nigpcode_munis.asp","48","48","0.25","48","1.00","1.00"
"www.brla.gov","2025","/landfill","http://www.brla.gov/landfill","47","47","25.08","47","1.00","1.00"
"www.brla.gov","2025","/2230/covid-19-education","http://www.brla.gov/2230/covid-19-education","47","47","5.87","47","1.00","1.00"
"www.brla.gov","2025","/agendacenter/viewfile/agenda","http://www.brla.gov/agendacenter/viewfile/agenda","46","46","7.55","46","0.00","0.00"
"www.brla.gov","2025","/headstatt","http://www.brla.gov/headstatt","46","46","22.58","46","0.00","0.00"
"www.brla.gov","2025","/munis","http://www.brla.gov/munis","46","46","5.62","0","1.00","0.00"
"www.brla.gov","2025","/2192/pillar-4-international-corporate-engagem","http://www.brla.gov/2192/pillar-4-international-corporate-engagem","46","46","1,449.32","0","0.00","0.00"
"www.brla.gov","2025","/jobs<>","http://www.brla.gov/jobs<>","46","46","8.45","0","0.00","0.00"
"www.brla.gov","2025","/1624/46-recognition-of-employees","http://www.brla.gov/1624/46-recognition-of-employees","46","46","0.25","0","0.00","1.00"
"www.brla.gov","2025","/formcenter/human-development-services-9/applicants-statement-60","http://www.brla.gov/formcenter/human-development-services-9/applicants-statement-60","46","46","0.25","46","1.00","1.00"
"www.brla.gov","2025","/3332/test-cal","http://www.brla.gov/3332/test-cal","45","45","0.25","21","0.44","1.00"
"www.brla.gov","2025","/formcenter/planning-commission-26/planning-commission-public-comment-form-160zoning","http://www.brla.gov/formcenter/planning-commission-26/planning-commission-public-comment-form-160zoning","45","45","0.25","45","1.00","1.00"
"www.brla.gov","2025","/account.com","http://www.brla.gov/account.com","45","45","64.49","0","0.00","0.00"
"www.brla.gov","2025","/agendacenter/previousversions/_06182025-2160","http://www.brla.gov/agendacenter/previousversions/_06182025-2160","45","45","0.25","45","1.00","1.00"
"www.brla.gov","2025","/headset","http://www.brla.gov/headset","45","45","31.36","45","0.00","0.00"
"www.brla.gov","2025","/vendorsignip","http://www.brla.gov/vendorsignip","44","44","2.52","0","0.84","0.16"
"www.brla.gov","2025","/1019/mississippi-river-levee-trail","http://www.brla.gov/1019/mississippi-river-levee-trail","44","44","0.25","44","1.00","1.00"
"www.brla.gov","2025","/agendacenter/employees-retirement-system-board-of-trustees-7/","http://www.brla.gov/agendacenter/employees-retirement-system-board-of-trustees-7/","44","44","0.25","44","1.00","1.00"
"www.brla.gov","2025","/comminityplan","http://www.brla.gov/comminityplan","44","44","0.25","44","1.00","1.00"
"www.brla.gov","2025","/1475/oral-health-care","http://www.brla.gov/1475/oral-health-care","44","44","14.51","44","0.16","0.16"
"www.brla.gov","2025","/305/city-court","http://www.brla.gov/305/city-court","44","44","12.31","44","0.20","0.20"
"www.brla.gov","2025","/2213/ebr-covid-19-info-2","http://www.brla.gov/2213/ebr-covid-19-info-2","44","44","46.98","44","0.18","0.18"
"www.brla.gov","2025","/1385/historic-preservation-division","http://www.brla.gov/1385/historic-preservation-division","44","44","11.93","0","0.00","0.20"
"www.brla.gov","2025","/formcenter/finance-5","http://www.brla.gov/formcenter/finance-5","44","44","38.56","0","0.00","0.18"
"www.brla.gov","2025","/permitsearch","http://www.brla.gov/permitsearch","44","44","17.56","44","0.11","0.11"
"www.brla.gov","2025","/documentcenter/view/26981/2025-annual-operating-budget-pdf","http://www.brla.gov/documentcenter/view/26981/2025-annual-operating-budget-pdf","44","44","0.25","0","0.00","1.00"
"www.brla.gov","2025","/2307/executive-order","http://www.brla.gov/2307/executive-order","44","44","6.55","0","0.00","0.20"
"www.brla.gov","2025","/113","http://www.brla.gov/113","44","44","44.50","44","0.16","0.16"
"www.brla.gov","2025","/parish_attorney/adjudicated_property","http://www.brla.gov/parish_attorney/adjudicated_property","44","44","0.25","44","1.00","1.00"
"www.brla.gov","2025","/3349/vendor-sign-up","http://www.brla.gov/3349/vendor-sign-up","44","44","195.61","0","0.00","0.16"
"www.brla.gov","2025","/551/recruiting","http://www.brla.gov/551/recruiting","44","44","5.82","0","0.00","0.16"
"www.brla.gov","2025","/2122/district-12","http://www.brla.gov/2122/district-12","44","44","51.79","44","0.18","0.18"
"www.brla.gov","2025","/645/office-of-community-development","http://www.brla.gov/645/office-of-community-development","44","44","13.40","44","0.16","0.16"
"www.brla.gov","2025","/562/city-court-of-baton-rouge","http://www.brla.gov/562/city-court-of-baton-rouge","44","44","15.22","44","0.11","0.11"
"www.brla.gov","2025","/agendacenter/viewfile/agenda/_11232022-1375","http://www.brla.gov/agendacenter/viewfile/agenda/_11232022-1375","44","44","96.35","0","0.00","0.16"
"www.brla.gov","2025","/oas","http://www.brla.gov/oas","43","43","151.97","43","0.07","0.07"
"www.brla.gov","2025","/3348/34344/is-strategic-plan-2023-2026","http://www.brla.gov/3348/34344/is-strategic-plan-2023-2026","43","43","7.59","0","0.00","0.07"
"www.brla.gov","2025","/documentcenter/view/6924/futurebr-comprehensive-plan","http://www.brla.gov/documentcenter/view/6924/futurebr-comprehensive-plan","43","43","0.25","43","1.00","1.00"
"www.brla.gov","2025","/solidwaste","http://www.brla.gov/solidwaste","43","43","11.20","0","1.00","0.00"
"www.brla.gov","2025","/dept/purchase/bidresults.asp","http://www.brla.gov/dept/purchase/bidresults.asp","43","43","0.25","0","0.00","1.00"
"www.brla.gov","2025","/formcenter/9/67","http://www.brla.gov/formcenter/9/67","43","43","164.04","43","0.07","0.07"
"www.brla.gov","2025","/3334/english-summer-2025-school-sites","http://www.brla.gov/3334/english-summer-2025-school-sites","43","43","11.86","0","0.93","0.07"
"www.brla.gov","2025","/heagdstart","http://www.brla.gov/heagdstart","43","43","31.90","43","0.07","0.07"
"www.brla.gov","2025","/metropolotiancouncilmeetingagenda","http://www.brla.gov/metropolotiancouncilmeetingagenda","43","43","50.53","43","0.07","0.07"
"www.brla.gov","2025","/documentcenter/view/5275/brownfield-program","http://www.brla.gov/documentcenter/view/5275/brownfield-program","43","43","9.36","0","0.00","0.07"
"www.brla.gov","2025","/ge","http://www.brla.gov/ge","43","43","5.04","0","0.00","0.21"
"www.brla.gov","2025","/2780/report-recommendation-21","http://www.brla.gov/2780/report-recommendation-21","43","43","2.82","0","0.00","0.07"
"www.brla.gov","2025","/1439/rental-assistance","http://www.brla.gov/1439/rental-assistance","43","43","16.52","43","0.00","0.00"
"www.brla.gov","2025","/opataycool.org","http://www.brla.gov/opataycool.org","43","43","782.93","0","0.00","0.07"
"www.brla.gov","2025","/formcenter/4/218","http://www.brla.gov/formcenter/4/218","43","43","76.33","0","0.00","0.07"
"www.brla.gov","2025","/current.jobs","http://www.brla.gov/current.jobs","43","43","35.17","43","0.00","0.00"
"www.brla.gov","2025","/itstrategicplan","http://www.brla.gov/itstrategicplan","43","43","420.25","43","0.07","0.07"
"www.brla.gov","2025","/agendacenter/previousversions/_02262025-2062","http://www.brla.gov/agendacenter/previousversions/_02262025-2062","43","43","0.25","43","1.00","1.00"
"www.brla.gov","2025","/2870/officer-spotlight","http://www.brla.gov/2870/officer-spotlight","43","43","0.25","43","1.00","1.00"
"www.brla.gov","2025","/formcenter/emergency-medical-services-4/classroom-scheduling-form-167","http://www.brla.gov/formcenter/emergency-medical-services-4/classroom-scheduling-form-167","43","43","106.87","0","0.00","0.07"
"www.brla.gov","2025","/1121/futurebr-comprehensive-plan","http://www.brla.gov/1121/futurebr-comprehensive-plan","43","43","0.25","43","1.00","1.00"
"www.brla.gov","2025","/planning-commission","http://www.brla.gov/planning-commission","43","43","15.53","43","0.00","0.00"
"www.brla.gov","2025","/2492/officer-spotlight-antonio-williams","http://www.brla.gov/2492/officer-spotlight-antonio-williams","43","43","0.25","43","1.00","1.00"
